   1 	    12.7272 
   2 	    13.2118 
   3 	    13.6467 
   4 	    13.9749 
   5 	    14.2377 
   6 	    14.4542 
   7 	    14.6353 
   8 	    14.8299 
   9 	    15.0092 
  10 	    15.1876 
  11 	    15.3447 
