   1 	    42.9854 
   2 	    45.7015 
   3 	    48.4530 
   4 	    51.1324 
   5 	    54.1029 
   6 	    56.6677 
   7 	    59.3477 
   8 	    62.3041 
   9 	    64.9597 
  10 	    67.8638 
  11 	    70.6818 
  12 	    73.4827 
  13 	    76.3530 
  14 	    79.0003 
  15 	    81.9613 
  16 	    95.0367 
